iter	Passed	Remaining
373	1782	2984
374	1786	2977
375	1790	2970
376	1793	2964
377	1797	2957
378	1801	2951
379	1804	2944
380	1809	2939
381	1812	2932
382	1816	2926
383	1820	2919
384	1824	2913
385	1827	2907
386	1831	2901
387	1835	2895
388	1839	2889
389	1843	2882
390	1846	2875
391	1849	2869
392	1853	2862
393	1856	2856
394	1860	2849
395	1863	2842
396	1869	2839
397	1873	2833
398	1876	2826
399	1880	2820
400	1883	2813
401	1887	2807
402	1890	2800
403	1894	2794
404	1897	2788
405	1901	2781
406	1904	2774
407	1908	2768
408	1911	2762
409	1915	2756
410	1919	2750
411	1922	2744
412	1926	2738
413	1929	2731
414	1933	2725
415	1937	2719
416	1941	2713
417	1944	2707
418	1948	2701
419	1952	2696
420	1956	2690
421	1959	2684
422	1963	2678
423	1967	2672
424	1970	2666
425	1974	2660
426	1978	2654
427	1981	2648
428	1984	2641
429	1988	2635
430	1992	2630
431	1996	2624
432	2000	2619
433	2005	2614
434	2008	2609
435	2012	2603
436	2016	2597
437	2019	2591
438	2023	2585
439	2027	2579
440	2030	2573
441	2034	2568
442	2037	2562
443	2041	2556
444	2044	2550
445	2048	2544
446	2052	2539
447	2056	2533
448	2059	2527
449	2063	2522
450	2066	2516
451	2070	2510
452	2074	2504
453	2077	2498
454	2081	2493
455	2084	2487
456	2088	2481
457	2092	2475
458	2095	2470
459	2099	2464
460	2103	2459
461	2106	2453
462	2110	2447
463	2113	2441
464	2117	2435
465	2120	2430
466	2124	2424
467	2128	2419
468	2131	2413
469	2135	2408
470	2139	2402
471	2142	2396
472	2146	2391
473	2149	2385
474	2152	2379
475	2156	2374
476	2159	2368
477	2163	2363
478	2167	2357
479	2171	2352
480	2174	2346
481	2178	2341
482	2182	2335
483	2185	2330
484	2188	2324
485	2192	2318
486	2195	2313
487	2199	2307
488	2203	2302
489	2206	2296
490	2209	2290
491	2213	2285
492	2216	2279
493	2220	2274
494	2224	2269
495	2228	2264
496	2232	2259
497	2235	2253
498	2239	2248
499	2242	2242
500	2245	2236
501	2249	2231
502	2252	2225
503	2256	2220
504	2259	2214
505	2263	2209
506	2267	2204
507	2270	2198
508	2273	2193
509	2277	2188
510	2280	2182
511	2284	2177
512	2287	2171
513	2290	2166
514	2294	2160
515	2297	2155
516	2301	2150
517	2305	2144
518	2308	2139
519	2312	2134
520	2315	2128
521	2319	2124
522	2323	2119
523	2326	2113
524	2330	2108
525	2333	2103
526	2337	2097
527	2340	2092
528	2344	2087
529	2348	2082
530	2351	2077
531	2355	2072
532	2359	2067
533	2362	2061
534	2366	2056
535	2369	2051
536	2373	2046
537	2377	2041
538	2381	2037
539	2386	2032
540	2390	2028
541	2394	2023
542	2398	2018
543	2401	2013
544	2404	2007
545	2408	2003
546	2412	1998
547	2416	1993
548	2419	1987
549	2423	1982
550	2426	1977
551	2430	1972
552	2434	1967
553	2437	1962
554	2441	1957
555	2444	1952
556	2448	1947
557	2451	1942
558	2455	1937
559	2458	1931
560	2462	1926
561	2465	1921
562	2469	1916
563	2472	1911
564	2476	1906
565	2479	1901
566	2483	1896
567	2486	1891
568	2490	1886
569	2494	1881
570	2497	1876
571	2501	1871
572	2504	1866
573	2508	1861
574	2511	1856
575	2515	1851
576	2519	1847
577	2523	1842
578	2527	1837
579	2530	1832
580	2534	1827
581	2537	1822
582	2541	1817
583	2544	1812
584	2548	1807
585	2551	1802
586	2555	1797
587	2558	1792
588	2562	1788
589	2566	1783
590	2570	1779
591	2574	1774
592	2578	1769
593	2582	1765
594	2586	1760
595	2590	1755
596	2594	1751
597	2598	1747
598	2602	1742
599	2607	1738
600	2611	1733
601	2615	1728
602	2619	1724
603	2623	1719
604	2629	1716
605	2634	1712
606	2641	1710
607	2645	1705
608	2650	1701
609	2654	1697
610	2658	1692
611	2663	1688
612	2667	1684
613	2671	1679
614	2674	1674
615	2679	1670
616	2683	1665
617	2687	1660
618	2691	1656
619	2696	1652
620	2700	1648
621	2704	1643
622	2708	1639
623	2712	1634
624	2716	1629
625	2719	1624
626	2724	1620
627	2728	1616
628	2732	1611
629	2736	1607
630	2741	1603
631	2745	1598
632	2749	1594
633	2754	1589
634	2758	1585
635	2763	1581
636	2770	1578
637	2775	1574
638	2778	1569
639	2783	1565
640	2788	1561
641	2792	1557
642	2796	1552
643	2800	1548
644	2804	1543
645	2808	1539
646	2814	1535
647	2818	1531
648	2822	1526
649	2826	1522
650	2831	1517
651	2835	1513
652	2839	1509
653	2844	1504
654	2848	1500
655	2851	1495
656	2855	1490
657	2859	1486
658	2863	1481
659	2866	1476
660	2870	1471
661	2874	1467
662	2878	1463
663	2882	1458
664	2885	1453
665	2890	1449
666	2894	1445
667	2899	1441
668	2903	1436
669	2908	1432
670	2912	1427
671	2915	1423
672	2919	1418
673	2923	1414
674	2927	1409
675	2930	1404
676	2935	1400
677	2939	1396
678	2943	1391
679	2948	1387
680	2952	1382
681	2956	1378
682	2959	1373
683	2964	1369
684	2968	1365
685	2972	1360
686	2976	1356
687	2980	1351
688	2985	1347
689	2988	1342
690	2993	1338
691	2997	1334
692	3001	1329
693	3005	1325
694	3009	1320
695	3014	1316
696	3018	1312
697	3022	1307
698	3027	1303
699	3031	1299
700	3035	1294
701	3040	1290
702	3044	1286
703	3048	1281
704	3052	1277
705	3056	1272
706	3060	1268
707	3064	1263
708	3068	1259
709	3072	1255
710	3076	1250
711	3080	1245
712	3084	1241
713	3088	1237
714	3092	1232
715	3096	1228
716	3100	1223
717	3104	1219
718	3108	1215
719	3113	1210
720	3117	1206
721	3122	1202
722	3126	1198
723	3131	1193
724	3135	1189
725	3140	1185
726	3145	1181
727	3149	1176
728	3154	1172
729	3158	1168
730	3162	1163
731	3166	1159
732	3171	1155
733	3175	1150
734	3179	1146
735	3184	1142
736	3188	1137
737	3192	1133
738	3196	1128
739	3200	1124
740	3204	1120
741	3208	1115
742	3213	1111
743	3217	1107
744	3221	1102
745	3225	1098
746	3229	1093
747	3233	1089
748	3237	1084
749	3241	1080
750	3245	1076
751	3249	1071
752	3252	1067
753	3257	1062
754	3261	1058
755	3264	1053
756	3268	1049
757	3272	1044
758	3277	1040
759	3281	1036
760	3286	1032
761	3290	1027
762	3294	1023
763	3298	1018
764	3302	1014
765	3306	1010
766	3310	1005
767	3314	1001
768	3318	996
769	3322	992
770	3325	987
771	3330	983
772	3334	979
773	3338	974
774	3342	970
775	3347	966
776	3352	962
777	3355	957
778	3359	953
779	3364	948
780	3367	944
781	3371	939
782	3376	935
783	3380	931
784	3383	926
785	3387	922
786	3391	917
787	3394	913
788	3398	908
789	3402	904
790	3406	899
791	3409	895
792	3413	891
793	3417	886
794	3421	882
795	3424	877
796	3428	873
797	3432	868
798	3436	864
799	3439	859
800	3443	855
801	3447	851
802	3450	846
803	3454	842
804	3457	837
805	3461	833
806	3464	828
807	3468	824
808	3471	819
809	3475	815
810	3478	810
811	3482	806
812	3486	801
813	3490	797
814	3493	793
815	3497	788
816	3501	784
817	3505	779
818	3509	775
819	3513	771
820	3516	766
821	3520	762
822	3525	758
823	3529	753
824	3538	750
825	3542	746
826	3545	741
827	3549	737
828	3552	732
829	3556	728
830	3560	724
831	3564	719
832	3567	715
833	3571	710
834	3575	706
835	3579	702
836	3583	697
837	3587	693
838	3591	689
839	3594	684
840	3598	680
841	3602	676
842	3606	671
843	3609	667
844	3613	662
845	3617	658
846	3620	654
847	3624	649
848	3628	645
849	3631	640
850	3635	636
851	3639	632
852	3642	627
853	3646	623
854	3650	619
855	3654	614
856	3658	610
857	3662	606
858	3666	601
859	3670	597
860	3674	593
861	3678	588
862	3682	584
863	3686	580
864	3690	575
865	3694	571
866	3697	567
867	3701	562
868	3704	558
869	3708	554
870	3712	549
871	3715	545
872	3719	541
873	3723	536
874	3727	532
875	3731	528
876	3734	523
877	3738	519
878	3742	515
879	3745	510
880	3749	506
881	3753	502
882	3757	497
883	3760	493
884	3764	489
885	3768	484
886	3772	480
887	3776	476
888	3779	471
889	3783	467
890	3787	463
891	3791	459
892	3794	454
893	3798	450
894	3802	446
895	3806	441
896	3809	437
897	3814	433
898	3817	428
899	3821	424
900	3824	420
901	3828	416
902	3832	411
903	3836	407
904	3840	403
905	3844	398
906	3847	394
907	3851	390
908	3854	385
909	3858	381
910	3862	377
911	3866	373
912	3869	368
913	3873	364
914	3877	360
915	3880	355
916	3884	351
917	3888	347
918	3891	343
919	3895	338
920	3898	334
921	3902	330
922	3907	325
923	3911	321
924	3915	317
925	3919	313
926	3922	308
927	3926	304
928	3930	300
929	3934	296
930	3937	291
931	3941	287
932	3945	283
933	3949	279
934	3952	274
935	3956	270
936	3960	266
937	3963	262
938	3967	257
939	3971	253
940	3975	249
941	3978	244
942	3982	240
943	3986	236
944	3989	232
945	3993	227
946	3997	223
947	4000	219
948	4004	215
949	4008	210
950	4012	206
951	4017	202
952	4021	198
953	4025	194
954	4029	189
955	4032	185
956	4036	181
957	4040	177
958	4044	172
959	4048	168
960	4052	164
961	4056	160
962	4060	156
963	4063	151
964	4067	147
965	4071	143
966	4074	139
967	4078	134
968	4082	130
969	4085	126
970	4089	122
971	4092	117
972	4096	113
973	4099	109
974	4102	105
975	4106	100
976	4110	96
977	4114	92
978	4118	88
979	4121	84
980	4125	79
981	4129	75
982	4133	71
983	4137	67
984	4140	63
985	4144	58
986	4148	54
987	4152	50
988	4156	46
989	4160	42
990	4164	37
991	4168	33
992	4172	29
993	4176	25
994	4180	21
995	4184	16
996	4187	12
997	4191	8
998	4194	4
999	4198	0
